timestamp,datetime_iso,client_ip,real_ip,forwarded_for,method,endpoint,query_params,user_agent,referer,accept_language,content_type,content_length,status_code,response_time,response_size,is_whitelisted,is_blocked,block_reason,threat_level,country,city,user_id,session_id,request_id
1750866698.526725,2025-06-26T00:51:38.526725,127.0.0.1,,,GET,/.well-known/appspecific/com.chrome.devtools.json,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",,"ko,en-US;q=0.9,en;q=0.8",,0,404,0.0110015869140625,0,True,False,None,None,None,None,None,None,1750866698526-127001
